Age,Gender,Work hours,Screen time,Sleep time,Exercise frequency,Mood Stability,Fatigue level,Headache,Social Connections,Work Stress,Personal Time Satisfaction,Overall_Balance_Score,Sleep_Hours
22 - 30,Female,7 - 8 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Stable,Occasionally tired,Sometimes,Weak,Low,Poor,2,8.355128723684565
45 - 60,Male,Less than 7 hours,4 - 6 hours,6 - 8 hours,Never,Stable,Occasionally tired,Sometimes,Moderate,Medium,Poor,1,7.2970835643825795
16 - 21,Male,9 - 10 hours,More than 6 hours,6 - 8 hours,Never,Stable,Fresh,Sometimes,Strong,High,Average,0,5.701033720867307
30 - 45,Female,7 - 8 hours,More than 6 hours,4 - 6 hours,1 - 2 times per week,Stable,Often tired,Frequently,Moderate,Medium,Average,0,5.830073349092511
30 - 45,Female,9 - 10 hours,4 - 6 hours,4 - 6 hours,Never,Neutral,Exhausted,Sometimes,Moderate,Medium,Average,0,4.8507425572469
16 - 21,Male,7 - 8 hours,More than 6 hours,More than 8 hours,Never,Unstable,Fresh,Sometimes,Strong,Low,Poor,1,7.219351513695116
16 - 21,Male,Less than 7 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Stable,Exhausted,Never,Strong,High,Poor,1,7.499576509929196
45 - 60,Male,9 - 10 hours,More than 6 hours,6 - 8 hours,Never,Stable,Exhausted,Never,Weak,Medium,Poor,0,6.32882389184992
45 - 60,Male,9 - 10 hours,2 - 4 hours,4 - 6 hours,3 - 4 times per week,Neutral,Fresh,Sometimes,Moderate,Low,Average,1,7.494955255610858
22 - 30,Female,7 - 8 hours,4 - 6 hours,Less than 4 hours,Daily,Neutral,Often tired,Sometimes,Strong,Low,Average,1,6.833147558403941
45 - 60,Male,9 - 10 hours,Less than 2 hours,Less than 4 hours,Never,Unstable,Exhausted,Never,Strong,Low,Good,0,5.3375410497841465
30 - 45,Female,7 - 8 hours,4 - 6 hours,4 - 6 hours,Never,Neutral,Fresh,Never,Weak,Medium,Average,1,7.153481122770765
30 - 45,Female,7 - 8 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Unstable,Occasionally tired,Never,Weak,Low,Good,2,7.033175657855712
16 - 21,Female,7 - 8 hours,2 - 4 hours,More than 8 hours,Daily,Stable,Occasionally tired,Frequently,Strong,High,Poor,2,8.024186116598562
45 - 60,Male,7 - 8 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Stable,Occasionally tired,Frequently,Weak,High,Average,0,5.2662770564989945
22 - 30,Male,Less than 7 hours,More than 6 hours,More than 8 hours,Daily,Unstable,Fresh,Never,Strong,Medium,Poor,1,7.417148594823642
30 - 45,Male,7 - 8 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Neutral,Occasionally tired,Sometimes,Moderate,High,Poor,1,7.274471086016117
30 - 45,Male,More than 10 hours,4 - 6 hours,6 - 8 hours,Daily,Unstable,Exhausted,Never,Weak,Low,Poor,1,6.371022152614796
22 - 30,Female,9 - 10 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Neutral,Occasionally tired,Frequently,Moderate,Medium,Poor,2,7.4529915503958755
22 - 30,Male,More than 10 hours,4 - 6 hours,6 - 8 hours,3 - 4 times per week,Stable,Occasionally tired,Sometimes,Moderate,Low,Average,1,6.67581620296514
30 - 45,Male,Less than 7 hours,4 - 6 hours,Less than 4 hours,1 - 2 times per week,Neutral,Exhausted,Frequently,Moderate,Medium,Poor,0,5.537835410565675
30 - 45,Female,More than 10 hours,4 - 6 hours,More than 8 hours,Never,Unstable,Occasionally tired,Sometimes,Strong,Medium,Good,1,6.1937391227272425
22 - 30,Male,9 - 10 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Unstable,Exhausted,Frequently,Moderate,Low,Average,1,7.431076540888084
30 - 45,Female,More than 10 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Stable,Occasionally tired,Sometimes,Moderate,High,Poor,1,6.90926195167632
16 - 21,Female,Less than 7 hours,2 - 4 hours,Less than 4 hours,1 - 2 times per week,Neutral,Exhausted,Sometimes,Moderate,High,Average,0,4.59393193355011
16 - 21,Female,7 - 8 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Neutral,Occasionally tired,Sometimes,Strong,Medium,Good,2,8.290345580818899
22 - 30,Female,More than 10 hours,Less than 2 hours,Less than 4 hours,Never,Neutral,Exhausted,Sometimes,Moderate,Low,Poor,0,4.832566737512159
45 - 60,Female,Less than 7 hours,Less than 2 hours,6 - 8 hours,1 - 2 times per week,Stable,Fresh,Frequently,Moderate,Low,Good,2,7.348732858009983
22 - 30,Female,Less than 7 hours,2 - 4 hours,4 - 6 hours,Never,Neutral,Exhausted,Frequently,Weak,Medium,Poor,0,5.976067232852741
22 - 30,Female,9 - 10 hours,More than 6 hours,6 - 8 hours,Never,Unstable,Occasionally tired,Sometimes,Strong,High,Good,0,4.6655973358502525
45 - 60,Female,9 - 10 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Neutral,Occasionally tired,Sometimes,Moderate,Low,Poor,1,6.342964208255194
45 - 60,Male,More than 10 hours,More than 6 hours,6 - 8 hours,3 - 4 times per week,Stable,Often tired,Frequently,Weak,High,Average,0,5.706304218932776
45 - 60,Male,7 - 8 hours,4 - 6 hours,Less than 4 hours,Never,Neutral,Exhausted,Sometimes,Strong,High,Poor,0,4.990698219362642
16 - 21,Male,Less than 7 hours,4 - 6 hours,Less than 4 hours,Never,Neutral,Fresh,Sometimes,Strong,Medium,Average,1,7.007551026608785
30 - 45,Male,More than 10 hours,4 - 6 hours,6 - 8 hours,Never,Unstable,Exhausted,Sometimes,Strong,Medium,Poor,0,5.278591228083953
16 - 21,Female,Less than 7 hours,2 - 4 hours,More than 8 hours,Never,Neutral,Exhausted,Never,Strong,High,Poor,0,5.0773874735414
30 - 45,Male,Less than 7 hours,4 - 6 hours,4 - 6 hours,1 - 2 times per week,Unstable,Fresh,Sometimes,Strong,Low,Good,2,8.381875476204932
16 - 21,Female,7 - 8 hours,2 - 4 hours,More than 8 hours,1 - 2 times per week,Unstable,Exhausted,Never,Strong,Low,Good,2,7.773470692601075
30 - 45,Male,7 - 8 hours,More than 6 hours,4 - 6 hours,Daily,Stable,Fresh,Sometimes,Moderate,Medium,Good,2,8.87345997747347
16 - 21,Male,More than 10 hours,4 - 6 hours,Less than 4 hours,Daily,Unstable,Fresh,Frequently,Moderate,High,Poor,0,5.211345432929898
45 - 60,Male,7 - 8 hours,4 - 6 hours,More than 8 hours,Never,Unstable,Exhausted,Never,Moderate,Low,Poor,0,5.9380918103684905
22 - 30,Female,7 - 8 hours,Less than 2 hours,4 - 6 hours,3 - 4 times per week,Stable,Exhausted,Never,Moderate,Low,Poor,1,6.927192360686844
16 - 21,Male,More than 10 hours,2 - 4 hours,6 - 8 hours,Never,Unstable,Occasionally tired,Sometimes,Weak,Medium,Average,0,5.09424343124635
30 - 45,Female,7 - 8 hours,More than 6 hours,Less than 4 hours,3 - 4 times per week,Stable,Occasionally tired,Sometimes,Moderate,High,Average,1,6.537244077049261
45 - 60,Female,9 - 10 hours,Less than 2 hours,6 - 8 hours,Never,Neutral,Often tired,Never,Strong,Low,Poor,1,6.170336388299443
16 - 21,Male,Less than 7 hours,Less than 2 hours,Less than 4 hours,Daily,Stable,Often tired,Frequently,Moderate,Medium,Good,1,7.007359793389199
16 - 21,Male,Less than 7 hours,More than 6 hours,More than 8 hours,Daily,Unstable,Exhausted,Frequently,Moderate,Low,Good,2,7.2750418882919865
45 - 60,Male,Less than 7 hours,Less than 2 hours,More than 8 hours,3 - 4 times per week,Stable,Fresh,Sometimes,Strong,Low,Good,2,7.6821327021005175
16 - 21,Female,Less than 7 hours,2 - 4 hours,Less than 4 hours,Never,Unstable,Often tired,Frequently,Moderate,Low,Poor,0,5.632809280593794
22 - 30,Male,More than 10 hours,2 - 4 hours,Less than 4 hours,3 - 4 times per week,Neutral,Exhausted,Frequently,Moderate,Medium,Good,1,6.78046155135569
16 - 21,Female,Less than 7 hours,4 - 6 hours,Less than 4 hours,Daily,Stable,Often tired,Sometimes,Moderate,High,Poor,0,5.452100804398199
22 - 30,Female,Less than 7 hours,Less than 2 hours,More than 8 hours,Never,Neutral,Fresh,Frequently,Weak,Medium,Average,2,7.226947042481179
22 - 30,Male,Less than 7 hours,4 - 6 hours,4 - 6 hours,Never,Unstable,Exhausted,Sometimes,Moderate,High,Good,0,5.827342330725296
45 - 60,Male,Less than 7 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Unstable,Fresh,Never,Strong,Low,Average,2,8.849387236557126
16 - 21,Female,9 - 10 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Neutral,Exhausted,Sometimes,Strong,High,Good,0,6.373659478649516
45 - 60,Female,Less than 7 hours,2 - 4 hours,More than 8 hours,3 - 4 times per week,Stable,Often tired,Never,Moderate,Low,Poor,2,8.754678706761961
16 - 21,Female,9 - 10 hours,2 - 4 hours,6 - 8 hours,Daily,Stable,Occasionally tired,Never,Moderate,Low,Poor,1,7.158477587603459
16 - 21,Male,More than 10 hours,Less than 2 hours,Less than 4 hours,Daily,Unstable,Often tired,Frequently,Moderate,Medium,Poor,0,5.965144194420501
30 - 45,Female,7 - 8 hours,2 - 4 hours,4 - 6 hours,Daily,Neutral,Often tired,Frequently,Strong,Low,Poor,2,7.515883255430311
16 - 21,Male,Less than 7 hours,Less than 2 hours,6 - 8 hours,Daily,Neutral,Occasionally tired,Frequently,Strong,Medium,Good,2,8.319968092068358
45 - 60,Female,7 - 8 hours,4 - 6 hours,4 - 6 hours,Daily,Stable,Occasionally tired,Sometimes,Weak,High,Average,0,4.929880757181514
22 - 30,Female,7 - 8 hours,Less than 2 hours,Less than 4 hours,1 - 2 times per week,Stable,Exhausted,Frequently,Weak,High,Poor,0,4.56236627012257
16 - 21,Male,More than 10 hours,4 - 6 hours,6 - 8 hours,Never,Stable,Exhausted,Never,Weak,Low,Good,1,6.78024525166799
30 - 45,Female,7 - 8 hours,Less than 2 hours,More than 8 hours,3 - 4 times per week,Neutral,Fresh,Frequently,Strong,Medium,Average,2,8.634444400402431
45 - 60,Male,9 - 10 hours,4 - 6 hours,4 - 6 hours,3 - 4 times per week,Stable,Fresh,Frequently,Weak,Low,Poor,1,7.27827225047781
16 - 21,Male,7 - 8 hours,2 - 4 hours,Less than 4 hours,Daily,Stable,Often tired,Sometimes,Moderate,Medium,Average,1,6.827860258161728
45 - 60,Female,7 - 8 hours,4 - 6 hours,4 - 6 hours,3 - 4 times per week,Unstable,Occasionally tired,Sometimes,Moderate,Medium,Poor,0,5.02452808859965
30 - 45,Male,7 - 8 hours,2 - 4 hours,6 - 8 hours,Daily,Stable,Fresh,Never,Strong,Medium,Average,2,8.110401623198925
30 - 45,Male,Less than 7 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Stable,Often tired,Sometimes,Weak,High,Average,0,5.69015586140051
45 - 60,Female,Less than 7 hours,4 - 6 hours,More than 8 hours,1 - 2 times per week,Neutral,Occasionally tired,Frequently,Moderate,Medium,Poor,2,8.059301156712014
16 - 21,Male,9 - 10 hours,Less than 2 hours,Less than 4 hours,Never,Neutral,Exhausted,Sometimes,Strong,High,Good,0,4.6028516269685005
22 - 30,Male,9 - 10 hours,Less than 2 hours,Less than 4 hours,1 - 2 times per week,Unstable,Often tired,Never,Weak,Medium,Average,0,5.492732494402473
30 - 45,Male,Less than 7 hours,More than 6 hours,More than 8 hours,1 - 2 times per week,Stable,Exhausted,Frequently,Moderate,High,Poor,0,5.693685697833779
16 - 21,Female,9 - 10 hours,Less than 2 hours,More than 8 hours,Never,Unstable,Fresh,Never,Weak,High,Average,0,5.168487781633922
16 - 21,Male,Less than 7 hours,More than 6 hours,Less than 4 hours,3 - 4 times per week,Neutral,Fresh,Sometimes,Strong,High,Average,1,6.84140695730308
22 - 30,Female,More than 10 hours,Less than 2 hours,4 - 6 hours,Daily,Unstable,Occasionally tired,Sometimes,Weak,Low,Good,1,7.3149804039875175
30 - 45,Female,7 - 8 hours,Less than 2 hours,4 - 6 hours,Daily,Neutral,Often tired,Never,Strong,Medium,Average,1,6.6052242993185954
30 - 45,Male,7 - 8 hours,2 - 4 hours,More than 8 hours,3 - 4 times per week,Unstable,Exhausted,Frequently,Weak,Low,Average,1,6.201022842675961
16 - 21,Male,9 - 10 hours,More than 6 hours,4 - 6 hours,Never,Unstable,Occasionally tired,Sometimes,Moderate,Medium,Poor,0,6.041824407491644
16 - 21,Male,Less than 7 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Stable,Fresh,Sometimes,Strong,Medium,Poor,1,6.043174014470009
22 - 30,Female,Less than 7 hours,More than 6 hours,6 - 8 hours,1 - 2 times per week,Unstable,Fresh,Frequently,Strong,Low,Good,2,7.483704581800904
22 - 30,Male,9 - 10 hours,2 - 4 hours,6 - 8 hours,Never,Stable,Often tired,Sometimes,Strong,High,Average,0,4.713196506267543
30 - 45,Male,Less than 7 hours,2 - 4 hours,4 - 6 hours,Never,Stable,Exhausted,Never,Weak,Medium,Average,0,4.6502755634716175
45 - 60,Male,More than 10 hours,More than 6 hours,More than 8 hours,Never,Stable,Often tired,Sometimes,Weak,High,Average,0,5.956377512407206
30 - 45,Male,7 - 8 hours,2 - 4 hours,More than 8 hours,Daily,Stable,Exhausted,Sometimes,Moderate,Low,Good,2,7.186205535611799
16 - 21,Male,9 - 10 hours,4 - 6 hours,More than 8 hours,3 - 4 times per week,Unstable,Exhausted,Frequently,Strong,High,Average,0,5.490982632412397
30 - 45,Female,9 - 10 hours,4 - 6 hours,More than 8 hours,Never,Neutral,Often tired,Never,Strong,Medium,Poor,0,5.876804792855472
45 - 60,Female,Less than 7 hours,2 - 4 hours,More than 8 hours,Never,Neutral,Occasionally tired,Frequently,Weak,Medium,Good,2,8.794431515906654
22 - 30,Male,9 - 10 hours,4 - 6 hours,4 - 6 hours,Never,Neutral,Often tired,Sometimes,Weak,Medium,Poor,0,5.3696546772074925
45 - 60,Male,More than 10 hours,Less than 2 hours,6 - 8 hours,3 - 4 times per week,Unstable,Often tired,Sometimes,Moderate,Low,Poor,0,4.992804066478214
45 - 60,Male,Less than 7 hours,More than 6 hours,6 - 8 hours,Daily,Stable,Fresh,Frequently,Moderate,Medium,Good,2,8.80083611432666
45 - 60,Male,Less than 7 hours,Less than 2 hours,4 - 6 hours,1 - 2 times per week,Neutral,Fresh,Frequently,Weak,Low,Poor,1,7.132705883510429
22 - 30,Female,Less than 7 hours,More than 6 hours,More than 8 hours,Daily,Unstable,Often tired,Frequently,Strong,High,Average,0,6.1382046353484
45 - 60,Male,Less than 7 hours,2 - 4 hours,4 - 6 hours,Never,Stable,Often tired,Never,Moderate,Medium,Good,1,6.930464327030197
45 - 60,Female,More than 10 hours,Less than 2 hours,6 - 8 hours,Daily,Neutral,Fresh,Sometimes,Weak,Medium,Poor,1,7.056119652148835
45 - 60,Female,Less than 7 hours,2 - 4 hours,Less than 4 hours,Daily,Stable,Exhausted,Frequently,Weak,Medium,Average,0,6.098831757937958
16 - 21,Male,9 - 10 hours,2 - 4 hours,4 - 6 hours,1 - 2 times per week,Neutral,Often tired,Sometimes,Strong,High,Average,0,5.889392941708854
45 - 60,Female,More than 10 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Neutral,Occasionally tired,Never,Weak,Medium,Poor,1,6.319446242263366
22 - 30,Female,7 - 8 hours,More than 6 hours,6 - 8 hours,3 - 4 times per week,Neutral,Occasionally tired,Never,Weak,Low,Average,2,8.266202914546536
45 - 60,Female,7 - 8 hours,More than 6 hours,6 - 8 hours,Daily,Stable,Occasionally tired,Never,Moderate,High,Good,2,7.678059582097402
45 - 60,Female,9 - 10 hours,Less than 2 hours,6 - 8 hours,Daily,Unstable,Often tired,Never,Weak,High,Poor,0,5.044290274459925
22 - 30,Male,9 - 10 hours,4 - 6 hours,6 - 8 hours,3 - 4 times per week,Stable,Exhausted,Sometimes,Weak,High,Average,0,5.680461333738174
45 - 60,Male,More than 10 hours,More than 6 hours,More than 8 hours,3 - 4 times per week,Neutral,Exhausted,Never,Moderate,High,Average,0,5.221947793880053
22 - 30,Female,7 - 8 hours,More than 6 hours,Less than 4 hours,1 - 2 times per week,Stable,Fresh,Never,Strong,High,Poor,0,4.683164146653269
45 - 60,Male,7 - 8 hours,Less than 2 hours,6 - 8 hours,Never,Unstable,Often tired,Frequently,Strong,Low,Poor,0,6.334627150924486
22 - 30,Male,7 - 8 hours,More than 6 hours,4 - 6 hours,Daily,Stable,Exhausted,Never,Moderate,High,Poor,0,4.773637261837923
45 - 60,Male,7 - 8 hours,Less than 2 hours,Less than 4 hours,3 - 4 times per week,Unstable,Often tired,Frequently,Moderate,Medium,Poor,0,6.400474707641605
45 - 60,Male,7 - 8 hours,2 - 4 hours,6 - 8 hours,Daily,Unstable,Fresh,Never,Strong,High,Good,1,6.204557213380155
16 - 21,Male,Less than 7 hours,More than 6 hours,Less than 4 hours,Daily,Stable,Fresh,Never,Strong,High,Poor,1,6.021816998501823
16 - 21,Female,9 - 10 hours,More than 6 hours,4 - 6 hours,3 - 4 times per week,Neutral,Fresh,Frequently,Strong,High,Good,1,6.525881338209896
45 - 60,Male,Less than 7 hours,2 - 4 hours,6 - 8 hours,1 - 2 times per week,Unstable,Occasionally tired,Never,Strong,High,Good,1,6.88487653028195
45 - 60,Male,7 - 8 hours,2 - 4 hours,4 - 6 hours,Daily,Stable,Often tired,Sometimes,Strong,High,Poor,0,5.392011545915912
30 - 45,Male,More than 10 hours,2 - 4 hours,More than 8 hours,1 - 2 times per week,Unstable,Fresh,Sometimes,Moderate,Low,Good,1,6.5883660676495985
